t_ps,x1_A,y1_A,z1_A,x2_A,y2_A,z2_A,vx1_Aps,vy1_Aps,vz1_Aps,vx2_Aps,vy2_Aps,vz2_Aps,E_kin_eV,E_pot_eV,E_total_eV
5.4000000000000004e-01,1.4834789789280993e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4834789789280993e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.8905585963931195e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8905585963931195e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7051187910107026e-02,2.8573453332137144e-01,3.3278572123147848e-01
5.5000000000000004e-01,1.4591942977382550e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4591942977382550e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.9429953746844646e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9429953746844646e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1401696244102780e-01,2.1829643622102304e-01,3.3231339866205084e-01
5.6000000000000005e-01,1.4246190714344102e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4246190714344102e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.9085651628995111e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9085651628995111e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0110599687773331e-01,1.2980471281707220e-01,3.3091070969480552e-01
5.7000000000000006e-01,1.3810229944802650e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3810229944802650e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.6600907275453052e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.6600907275453052e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8587689188341625e-01,4.1792952870891305e-02,3.2766984475430755e-01
5.7999999999999996e-01,1.3314172568835043e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3314172568835043e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.9477585307464231e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9477585307464231e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2226066585330648e-01,2.7309249151272978e-04,3.2253375834481923e-01
5.8999999999999997e-01,1.2820678238653367e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2820678238653367e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.3821829372392438e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.3821829372392438e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5279665007465829e-01,6.7782266445722744e-02,3.2057891652038106e-01
5.9999999999999998e-01,1.2437735981387195e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2437735981387195e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.6266481248190834e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6266481248190834e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.0822635812601929e-02,2.4077145756626886e-01,3.3159409337887080e-01
6.0999999999999999e-01,1.2295348613689552e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2295348613689552e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.8497834923032315e-02,0.0000000000000000e+00,0.0000000000000000e+00,-8.8497834923032315e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0309927217481107e-04,3.4232665149277558e-01,3.4242975076495041e-01
6.2000000000000000e-01,1.2455435548371803e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2455435548371803e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7679933073151419e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.7679933073151419e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0086032865639744e-01,2.2972479790108172e-01,3.3058512655747918e-01
6.3000000000000000e-01,1.2848947275152580e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2848947275152580e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.4489363903916592e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.4489363903916592e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6055697306478093e-01,5.9841146100875361e-02,3.2039811916565630e-01
6.4000000000000001e-01,1.3345222826450134e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3345222826450134e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9502205388736655e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.9502205388736655e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2258145991541493e-01,2.6866015296596058e-04,3.2285012006838087e-01
6.5000000000000002e-01,1.3838991382927313e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3838991382927313e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.6242302629497143e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.6242302629497143e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8149404431567843e-01,4.6440304431548167e-02,3.2793434874722660e-01
6.6000000000000003e-01,1.4270068879040076e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4270068879040076e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8539836564355623e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.8539836564355623e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9552848928442734e-01,1.3551082146365465e-01,3.3103931074808202e-01
6.7000000000000004e-01,1.4609788114214426e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4609788114214426e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8804213335271234e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.8804213335271234e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0922004350583878e-01,2.2314101955997642e-01,3.3236106306581520e-01
6.8000000000000005e-01,1.4846153145745502e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4846153145745502e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8249959117946033e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.8249959117946033e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.3844396786447290e-02,2.8895491668581680e-01,3.3279931347226410e-01
6.9000000000000006e-01,1.4974787296573349e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4974787296573349e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.4116203808234693e-01,0.0000000000000000e+00,0.0000000000000000e+00,-7.4116203808234693e-01,0.0000000000000000e+00,0.0000000000000000e+00,7.2313043650310688e-03,3.2567546389480878e-01,3.3290676825983984e-01
7.0000000000000007e-01,1.4994385553361973e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4994385553361973e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.4990005843167871e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.4990005843167871e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.6116782223102573e-03,3.3130453907167046e-01,3.3291621729398069e-01
7.0999999999999996e-01,1.4904807284887014e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4904807284887014e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4378365079114583e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4378365079114583e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7215061534705487e-02,3.0564341178656085e-01,3.3285847332126633e-01
7.1999999999999997e-01,1.4706818251779683e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4706818251779683e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.5073403649565322e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5073403649565322e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.2759315921458493e-02,2.4982329152457133e-01,3.3258260744602985e-01
7.2999999999999998e-01,1.4403339211895709e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4403339211895709e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.5197266956664333e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5197266956664333e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6308281219545984e-01,1.6858441098633759e-01,3.3166722318179742e-01
7.3999999999999999e-01,1.4002872912646398e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4002872912646398e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.3832377415148986e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.3832377415148986e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5291836251023042e-01,7.6391479627639855e-02,3.2930984213787029e-01
7.5000000000000000e-01,1.3526691663592729e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3526691663592729e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.9059131867303876e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9059131867303876e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1683271958997539e-01,7.9518488033078795e-03,3.2478456839328329e-01
7.6000000000000001e-01,1.3021690275300319e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3021690275300319e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.7512628778270338e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7512628778270338e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9717236942412706e-01,2.3149847773722837e-02,3.2032221719784992e-01
